Edad,Género,Ingresos,Altura,Ciudad,Nivel_Educación,Hijos
,,154988.0,1.92,,Mastre,0
35.0,M,90825.0,1.52,Chicago,Phd,3
100.0,F,24747.0,1.82,Phoenix,Bachelor,2
56.0,F,59902.0,1.7,Chicago,Bachelor,0
42.0,F,31608.0,1.9,Chicago,Master,1
88.0,F,73110.0,1.89,Houston,Bachelor,3
74.0,M,97821.0,1.81,Chicago,Phd,3
12.0,F,68618.0,1.51,Los Angeles,Bachelor,4
15.0,M,84724.0,1.54,Los Angeles,,2
86.0,M,26026.0,1.71,Chicago,,3
53.0,F,65914.0,1.96,Houston,,1
55.0,M,64520.0,1.55,Houston,Master,3
47.0,M,53435.0,1.8,New York,Bachelor,2
45.0,M,68439.0,1.95,Chicago,,3
,,,1.53,,Phd,0
42.0,F,72938.0,1.84,Phoenix,Master,5
45.0,M,72119.0,1.7,Los Angeles,Phd,0
77.0,M,77391.0,1.62,Chicago,Phd,5
84.0,M,56142.0,1.83,Chicago,Master,4
4.0,F,94264.0,1.68,Chicago,Master,4
99.0,M,94467.0,1.81,Houston,Master,5
40.0,F,89959.0,1.54,Chicago,Master,0
22.0,F,75524.0,1.56,Chicago,,2
45.0,F,44911.0,1.83,Los Angeles,Phd,3
79.0,M,28941.0,1.54,Los Angeles,Bachelor,3
57.0,M,49464.0,1.82,Houston,Master,4
80.0,F,92965.0,1.89,Houston,,1
,,155900.0,1.71,,Bachelors,0
57.0,F,64478.0,1.82,Houston,,2
6.0,M,86883.0,1.51,Chicago,Master,1
30.0,F,87894.0,1.59,Los Angeles,Master,5
26.0,F,27107.0,1.51,Houston,,5
88.0,M,82734.0,1.74,Los Angeles,,1
48.0,M,22061.0,1.88,New York,,3
20.0,F,37572.0,1.83,Houston,,0
97.0,F,48731.0,1.52,Los Angeles,,4
94.0,F,30667.0,1.91,Phoenix,,2
11.0,F,50147.0,1.63,Phoenix,Master,1
15.0,F,31234.0,1.68,Chicago,,1
95.0,M,25434.0,1.71,Houston,,3
7.0,F,45519.0,1.61,New York,Master,3
32.0,M,65383.0,1.62,Los Angeles,Master,0
80.0,F,98749.0,1.62,Houston,Master,5
19.0,M,70093.0,1.84,Houston,,4
37.0,F,28134.0,1.96,New York,,5
2.0,F,62671.0,1.78,Phoenix,Bachelor,2
44.0,F,92415.0,1.67,Chicago,,2
89.0,M,69247.0,1.91,New York,Master,1
15.0,M,50612.0,1.52,Phoenix,Master,1
40.0,F,93831.0,1.79,New York,Master,5
,,,1.94,,Phd,0
61.0,F,99750.0,1.67,Chicago,Master,0
3.0,F,41604.0,1.91,Houston,,3
,,,1.51,,Bachelors,0
27.0,F,36080.0,1.89,Los Angeles,,1
95.0,M,72979.0,1.87,Houston,Bachelor,0
69.0,M,47652.0,1.53,Chicago,,1
28.0,M,89050.0,1.56,Los Angeles,Bachelor,2
27.0,M,30503.0,1.89,Chicago,Phd,5
70.0,M,79893.0,1.7,Phoenix,Bachelor,1
67.0,M,56293.0,1.99,Los Angeles,,1
97.0,M,40625.0,1.89,Los Angeles,,5
34.0,M,63669.0,1.76,Houston,Phd,4
71.0,F,58887.0,1.72,Los Angeles,Bachelor,0
62.0,M,66208.0,1.96,Phoenix,,1
80.0,F,79777.0,1.67,Chicago,,3
94.0,F,41091.0,1.58,New York,,0
19.0,M,87594.0,1.64,New York,Bachelor,5
89.0,F,68983.0,1.73,New York,,0
90.0,M,68480.0,1.82,Los Angeles,Phd,2
86.0,F,43755.0,1.99,Chicago,Phd,1
3.0,M,32670.0,1.95,New York,Phd,1
49.0,M,76718.0,1.81,New York,,2
75.0,F,71282.0,1.68,Houston,,3
85.0,F,48885.0,1.51,New York,,1
68.0,F,61346.0,1.94,New York,,3
6.0,M,98189.0,1.88,Chicago,Phd,4
33.0,F,93852.0,1.87,Phoenix,Bachelor,3
22.0,M,79298.0,1.76,Houston,,2
8.0,M,28189.0,1.77,Houston,Master,2
37.0,M,46474.0,1.52,Houston,Phd,1
26.0,F,68832.0,1.86,New York,Bachelor,2
90.0,F,93340.0,1.99,New York,Bachelor,4
,,180569.0,1.64,,Bachelors,0
35.0,M,89406.0,1.91,Phoenix,Phd,2
7.0,M,26270.0,1.87,Houston,Phd,0
60.0,F,65310.0,1.89,Houston,,5
84.0,F,49428.0,1.58,Chicago,Master,5
2.0,M,86098.0,1.88,Houston,Phd,1
,,,1.81,,Mastre,0
50.0,M,38711.0,1.81,Chicago,Phd,2
85.0,F,21601.0,1.82,Phoenix,Master,3
35.0,M,54886.0,1.69,New York,,4
,,153363.0,1.54,,Phd,0
85.0,M,36840.0,1.79,Los Angeles,Master,4
47.0,M,90175.0,1.83,Phoenix,Bachelor,5
14.0,F,87494.0,1.95,Los Angeles,,1
3.0,M,54958.0,1.63,Phoenix,Master,0
38.0,M,32290.0,1.94,Los Angeles,,4
84.0,F,51866.0,1.84,Houston,Phd,0
,,193177.0,1.81,,Bachelors,0
30.0,M,79149.0,1.73,New York,Master,0
49.0,F,27554.0,1.8,Chicago,,2
66.0,M,36440.0,1.73,Phoenix,Master,3
91.0,F,69753.0,1.86,Houston,Master,2
13.0,F,75885.0,1.52,Chicago,Master,5
41.0,F,33308.0,1.87,New York,,0
63.0,F,30688.0,1.95,Chicago,,3
,,,1.68,,Bachelors,0
69.0,F,94273.0,1.56,Houston,Phd,3
12.0,F,93099.0,1.62,Phoenix,Master,1
24.0,M,23525.0,1.83,Chicago,Bachelor,1
26.0,M,78838.0,1.68,Chicago,,0
65.0,F,75826.0,1.88,Los Angeles,,1
59.0,M,33409.0,1.57,Los Angeles,Master,1
72.0,M,38850.0,1.87,Phoenix,Phd,3
92.0,M,77748.0,1.96,New York,Bachelor,4
,,183296.0,1.76,,Phd,0
6.0,M,43159.0,1.56,Chicago,,4
32.0,F,88999.0,1.82,Houston,Master,2
68.0,M,31451.0,1.74,Phoenix,,3
40.0,F,37883.0,1.84,Chicago,Phd,0
43.0,M,75729.0,1.74,Houston,Master,1
63.0,F,24716.0,1.87,New York,Phd,0
51.0,M,86190.0,1.77,New York,Master,2
96.0,F,98294.0,1.74,Chicago,Bachelor,3
21.0,F,73380.0,1.79,Phoenix,Bachelor,4
3.0,M,28800.0,1.92,Phoenix,Phd,5
45.0,F,49107.0,1.97,Los Angeles,,3
88.0,F,45697.0,1.93,New York,,0
46.0,F,48733.0,1.63,New York,Master,1
46.0,M,72667.0,1.88,Chicago,Phd,5
,,,1.71,,Mastre,0
39.0,F,97348.0,1.83,Houston,Bachelor,3
31.0,F,93678.0,1.61,New York,,3
65.0,M,48735.0,1.82,Houston,Master,5
36.0,F,66560.0,1.61,Los Angeles,Phd,3
8.0,M,36857.0,1.94,New York,Bachelor,3
81.0,M,30017.0,1.87,Chicago,,4
33.0,F,95380.0,1.86,New York,Phd,4
50.0,M,35760.0,1.87,Los Angeles,Phd,2
,,187494.0,1.91,,Mastre,0
72.0,F,47662.0,1.87,Houston,Master,4
36.0,M,39736.0,1.51,Chicago,,2
29.0,M,85072.0,1.8,New York,Master,4
20.0,F,28986.0,1.94,Los Angeles,Master,3
44.0,M,87573.0,1.6,New York,Bachelor,1
51.0,M,43935.0,1.82,New York,,1
85.0,F,76407.0,1.58,Chicago,Phd,2
18.0,F,92683.0,1.69,Los Angeles,Phd,0
12.0,M,69191.0,1.93,New York,Phd,0
94.0,M,47033.0,1.89,New York,Phd,5
49.0,F,56300.0,1.5,Los Angeles,,3
,,194858.0,1.66,,Phd,0
87.0,F,31298.0,1.64,Houston,Phd,4
79.0,M,77271.0,1.8,New York,Master,2
81.0,M,55151.0,1.5,Los Angeles,Phd,3
88.0,F,27023.0,1.65,Chicago,Phd,1
30.0,M,61756.0,1.96,Los Angeles,Phd,2
54.0,F,94965.0,1.64,Phoenix,,2
31.0,M,97485.0,1.93,Chicago,,3
74.0,F,32607.0,1.74,Phoenix,,3
20.0,M,38427.0,1.76,Los Angeles,,2
55.0,F,33841.0,1.82,Los Angeles,Bachelor,1
40.0,F,87860.0,1.81,Houston,,4
78.0,M,21703.0,1.6,Chicago,,1
43.0,F,73803.0,1.68,Houston,Bachelor,3
58.0,F,92313.0,1.8,Chicago,,3
70.0,M,66354.0,1.78,New York,Master,5
,,,1.54,,Phd,0
27.0,M,69621.0,1.96,Houston,Phd,0
,,157676.0,1.74,,Phd,0
18.0,M,57584.0,1.81,Chicago,Phd,5
75.0,M,47477.0,1.95,Houston,,0
70.0,M,21295.0,1.72,Chicago,Master,1
88.0,M,90541.0,1.72,New York,Bachelor,0
,,,1.61,,Mastre,0
18.0,F,20944.0,1.63,New York,,3
40.0,M,93697.0,1.52,New York,Bachelor,3
89.0,M,78894.0,1.58,Houston,Master,3
91.0,M,74204.0,1.92,Chicago,Phd,2
68.0,M,87732.0,1.95,Chicago,Bachelor,5
18.0,M,25551.0,1.53,New York,Bachelor,0
,,198874.0,1.85,,Bachelors,0
99.0,F,71456.0,1.53,Houston,,1
19.0,F,61364.0,1.63,New York,,0
84.0,F,68086.0,1.74,New York,Phd,1
73.0,F,48067.0,1.56,Houston,Master,3
21.0,M,79716.0,1.77,Chicago,Master,2
41.0,M,59623.0,1.81,Chicago,Bachelor,3
9.0,M,29934.0,1.84,New York,Phd,0
72.0,F,93669.0,1.92,New York,Phd,1
69.0,F,21161.0,1.74,Houston,Phd,0
,,194095.0,1.87,,No Education,0
16.0,F,51728.0,1.53,Phoenix,,3
24.0,F,49600.0,1.68,New York,Phd,3
41.0,F,49763.0,1.85,New York,Phd,4
19.0,M,81571.0,1.77,New York,Phd,4
94.0,F,39556.0,1.63,Los Angeles,Phd,4
4.0,F,49718.0,1.69,New York,Bachelor,3
98.0,F,78917.0,1.78,Los Angeles,Bachelor,1
41.0,F,86168.0,1.72,Los Angeles,Master,0
53.0,M,26300.0,1.52,Los Angeles,Bachelor,0
53.0,M,39377.0,1.56,Chicago,Master,4
39.0,F,69951.0,1.85,Phoenix,Phd,2
57.0,M,24180.0,1.59,Houston,Bachelor,0
96.0,F,97493.0,1.67,New York,Phd,3
82.0,F,98704.0,1.92,Chicago,Master,1
95.0,M,41303.0,1.66,New York,Master,4
36.0,M,45363.0,1.74,Chicago,Phd,2
20.0,F,56842.0,1.56,Chicago,Bachelor,5
100.0,M,91278.0,1.75,New York,,5
25.0,M,34373.0,1.77,Chicago,Bachelor,1
14.0,M,66692.0,1.68,Houston,Master,0
17.0,M,54945.0,1.78,Los Angeles,,3
24.0,M,91009.0,1.8,Los Angeles,Phd,2
4.0,F,81154.0,1.75,Los Angeles,Phd,3
98.0,M,59259.0,1.54,New York,Master,1
79.0,M,46986.0,1.87,Phoenix,Phd,4
79.0,F,95957.0,1.52,Chicago,Bachelor,2
35.0,M,22020.0,1.72,Phoenix,Bachelor,2
78.0,F,44965.0,1.68,Phoenix,Bachelor,1
73.0,F,78970.0,1.95,New York,Bachelor,1
79.0,M,98280.0,1.94,Chicago,Master,1
30.0,M,56362.0,1.66,New York,,1
77.0,M,38907.0,1.65,Houston,Phd,3
30.0,M,74712.0,1.86,Houston,,1
,,160198.0,1.59,,Mastre,0
,,174253.0,1.82,,No Education,0
,,193444.0,1.58,,Mastre,0
46.0,F,30341.0,1.67,Los Angeles,,5
11.0,F,63655.0,1.91,Phoenix,Master,0
89.0,F,39099.0,1.79,Los Angeles,Bachelor,3
100.0,F,99220.0,1.71,Phoenix,Master,3
62.0,F,66969.0,1.59,Houston,Bachelor,5
18.0,F,24398.0,1.89,Chicago,Phd,3
65.0,F,99968.0,1.52,Chicago,Master,1
78.0,F,96336.0,1.98,Los Angeles,,4
,,,1.61,,Phd,0
92.0,F,33228.0,1.74,Chicago,Master,0
84.0,F,38876.0,1.91,Los Angeles,Phd,2
48.0,M,41721.0,1.57,Houston,Master,5
24.0,F,64223.0,1.54,Houston,Bachelor,1
50.0,F,45666.0,1.8,Phoenix,Phd,4
,,154400.0,1.95,,No Education,0
61.0,M,45069.0,1.67,Chicago,Bachelor,4
18.0,F,87144.0,1.82,Houston,,0
21.0,M,65931.0,1.88,Houston,Bachelor,1
25.0,F,60262.0,1.53,Houston,Phd,0
29.0,M,94418.0,1.84,Los Angeles,Bachelor,5
5.0,F,85328.0,1.52,Los Angeles,Phd,5
53.0,F,20422.0,1.89,Los Angeles,Master,1
98.0,M,55908.0,1.96,Chicago,Master,5
2.0,F,38563.0,1.62,Los Angeles,Master,4
35.0,M,67279.0,1.98,Houston,Bachelor,5
53.0,F,51177.0,1.98,Los Angeles,Master,0
29.0,M,68625.0,1.56,New York,,2
96.0,M,58798.0,1.8,Chicago,Master,4
86.0,F,68882.0,1.92,New York,Phd,1
26.0,F,69862.0,1.97,Los Angeles,Bachelor,1
97.0,F,61522.0,1.92,Los Angeles,Phd,5
27.0,F,29149.0,1.67,Houston,Phd,2
9.0,F,89153.0,1.56,Los Angeles,,1
23.0,M,73280.0,1.99,Chicago,Master,5
57.0,F,79409.0,1.96,Los Angeles,Bachelor,1
79.0,F,40179.0,1.55,New York,Phd,4
63.0,F,40345.0,1.52,Phoenix,,1
,,184497.0,1.78,,Bachelors,0
,,194260.0,1.56,,Mastre,0
59.0,M,76661.0,1.76,Chicago,,4
32.0,F,56854.0,1.57,Houston,Bachelor,5
55.0,F,62751.0,1.87,New York,Master,1
52.0,M,82828.0,1.85,Houston,,1
100.0,M,75015.0,1.87,Chicago,Master,4
6.0,M,37981.0,1.96,New York,,1
78.0,M,25653.0,1.58,Houston,Bachelor,5
95.0,M,42803.0,1.92,New York,Bachelor,0
,,172185.0,1.52,,No Education,0
93.0,M,31915.0,1.62,New York,Master,1
41.0,M,64318.0,1.84,New York,Master,5
51.0,F,41913.0,1.86,Los Angeles,Bachelor,0
,,176139.0,1.77,,Mastre,0
96.0,M,81486.0,1.64,Los Angeles,Phd,2
74.0,F,96658.0,1.89,Chicago,,3
77.0,F,57280.0,1.79,New York,Phd,5
69.0,F,20477.0,1.96,Los Angeles,Master,2
68.0,F,38179.0,1.67,Los Angeles,,3
83.0,M,77106.0,1.98,Houston,Master,1
91.0,M,56525.0,1.86,Houston,Bachelor,3
5.0,F,33210.0,1.68,New York,,5
67.0,M,20708.0,1.66,Chicago,Bachelor,2
14.0,M,92467.0,1.64,Houston,Bachelor,1
58.0,M,72593.0,1.54,Chicago,Phd,0
59.0,F,32727.0,1.68,Houston,Bachelor,5
6.0,F,57197.0,1.74,New York,Phd,1
32.0,M,42445.0,1.65,Houston,Bachelor,1
67.0,M,75907.0,1.86,New York,Phd,3
69.0,M,59077.0,1.98,Los Angeles,Bachelor,3
51.0,F,70331.0,1.81,Chicago,Bachelor,5
95.0,F,63104.0,1.88,Chicago,Phd,2
6.0,M,70880.0,1.54,Houston,Bachelor,2
72.0,M,43877.0,1.72,Houston,Master,2
50.0,M,31689.0,1.67,Phoenix,Master,1
67.0,F,68261.0,1.57,Chicago,Phd,3
98.0,F,73554.0,1.63,Phoenix,Bachelor,4
81.0,F,29640.0,1.73,Phoenix,Master,3
7.0,M,85135.0,1.98,New York,Bachelor,2
25.0,F,77243.0,1.65,New York,Bachelor,1
38.0,M,32192.0,1.62,New York,Bachelor,0
57.0,F,40943.0,1.9,Phoenix,,3
51.0,F,58377.0,1.79,Houston,Bachelor,2
39.0,M,58017.0,1.89,New York,,5
100.0,F,81616.0,1.85,Houston,Phd,4
37.0,M,40546.0,1.86,New York,Bachelor,5
60.0,M,76383.0,1.67,Phoenix,Master,3
22.0,F,58856.0,1.88,Phoenix,Master,1
55.0,F,87172.0,1.59,Chicago,Master,1
38.0,M,86330.0,1.8,Chicago,Bachelor,3
79.0,M,30969.0,1.56,Los Angeles,Phd,5
7.0,F,45512.0,1.93,Los Angeles,Phd,2
89.0,F,84343.0,1.93,Chicago,Phd,1
,,171968.0,1.96,,Phd,0
19.0,F,58032.0,1.58,Houston,Master,5
60.0,M,56800.0,1.65,Houston,Master,1
83.0,M,56186.0,1.68,Phoenix,Phd,4
58.0,M,60576.0,1.66,New York,Phd,1
,,191506.0,1.72,,Phd,0
93.0,F,76729.0,1.58,Los Angeles,Master,1
65.0,F,67745.0,1.73,Phoenix,Bachelor,4
15.0,F,63672.0,1.86,Los Angeles,,4
24.0,M,71722.0,1.69,Phoenix,Phd,4
100.0,M,99163.0,1.77,Phoenix,Master,0
75.0,M,90310.0,1.97,Los Angeles,,2
,,169443.0,1.51,,Phd,0
70.0,M,40893.0,1.57,Chicago,Phd,0
18.0,M,67855.0,1.88,Phoenix,Bachelor,3
51.0,M,22444.0,1.96,Chicago,Bachelor,4
53.0,F,21849.0,1.53,Los Angeles,Bachelor,5
42.0,M,35232.0,1.56,Houston,Master,5
,,,1.66,,No Education,0
4.0,F,89633.0,1.64,New York,,1
23.0,F,55016.0,1.68,Chicago,,1
59.0,M,63460.0,1.77,Phoenix,Phd,3
76.0,M,56582.0,1.88,Los Angeles,Phd,3
92.0,M,57012.0,1.91,Phoenix,,2
26.0,M,60838.0,1.99,Houston,Master,1
59.0,M,34673.0,1.92,Houston,Phd,1
,,161325.0,1.99,,Mastre,0
33.0,F,67305.0,1.51,Los Angeles,,5
42.0,F,54448.0,1.97,New York,,2
,,165381.0,1.58,,Bachelors,0
84.0,M,78557.0,1.59,New York,Master,4
92.0,M,52405.0,1.81,New York,Phd,3
21.0,M,39603.0,1.73,Houston,Phd,0
92.0,F,94343.0,1.74,Los Angeles,Bachelor,3
94.0,F,21261.0,1.92,New York,Phd,5
16.0,F,42281.0,1.81,Chicago,,2
12.0,F,37279.0,1.66,Chicago,,0
15.0,M,27537.0,1.83,Los Angeles,,5
,,,1.72,,Phd,0
58.0,M,97431.0,1.72,Phoenix,Bachelor,2
82.0,M,43986.0,1.99,New York,Phd,4
47.0,F,81930.0,1.73,Houston,Master,4
11.0,M,46207.0,1.64,Los Angeles,Master,4
68.0,M,85348.0,1.53,Chicago,Master,2
91.0,F,21938.0,1.72,Houston,,2
50.0,F,80307.0,1.9,Phoenix,Phd,4
,,,1.55,,No Education,0
66.0,F,50045.0,1.71,Phoenix,Bachelor,1
79.0,F,88496.0,1.9,New York,,5
21.0,F,29796.0,1.62,Los Angeles,Master,3
49.0,F,86248.0,1.82,Phoenix,,1
71.0,F,44915.0,1.89,Phoenix,,1
49.0,M,81311.0,1.55,Chicago,Phd,2
6.0,F,94515.0,1.83,Phoenix,Bachelor,3
99.0,M,21003.0,1.94,Chicago,Bachelor,0
22.0,M,23660.0,1.81,Houston,,0
43.0,M,49831.0,1.85,Phoenix,,0
,,173422.0,1.73,,Mastre,0
85.0,F,58814.0,1.62,Chicago,Master,3
20.0,M,60114.0,1.76,Los Angeles,,4
21.0,F,65052.0,1.7,Houston,Bachelor,1
19.0,M,58604.0,1.58,Houston,,2
23.0,F,93546.0,1.76,New York,Bachelor,2
99.0,M,42821.0,1.7,Chicago,Phd,3
92.0,M,26209.0,1.9,Phoenix,Master,1
,,,1.68,,No Education,0
54.0,M,57561.0,1.54,New York,Phd,4
40.0,M,98033.0,1.64,Chicago,Master,5
40.0,M,36493.0,1.74,Phoenix,Phd,1
94.0,M,83026.0,1.88,Chicago,Phd,3
99.0,F,40793.0,1.72,Houston,Phd,4
58.0,F,41625.0,1.6,Los Angeles,Master,1
37.0,M,57310.0,1.58,Phoenix,Bachelor,3
81.0,M,21317.0,1.5,Houston,Phd,0
24.0,M,24569.0,1.75,Los Angeles,,0
16.0,M,64278.0,1.54,New York,,4
17.0,F,95247.0,1.58,New York,Master,0
26.0,M,36143.0,2.0,New York,Bachelor,5
1.0,F,86195.0,1.7,Los Angeles,Bachelor,3
80.0,M,74098.0,1.71,Houston,Bachelor,0
98.0,F,90562.0,2.0,Los Angeles,Bachelor,0
33.0,F,55056.0,1.63,Chicago,Phd,5
2.0,F,25074.0,1.81,Houston,Phd,1
59.0,M,24167.0,1.6,New York,Bachelor,4
64.0,F,40176.0,1.83,New York,Master,5
64.0,F,80510.0,1.56,Los Angeles,Master,4
70.0,F,71095.0,1.57,Chicago,Master,0
1.0,M,54280.0,1.55,Los Angeles,Master,1
78.0,M,73627.0,1.85,Phoenix,Master,4
64.0,F,87217.0,1.9,Phoenix,Master,4
31.0,F,93549.0,1.65,New York,Master,3
28.0,F,35793.0,1.96,Houston,Bachelor,5
76.0,M,67594.0,1.89,Phoenix,Master,4
85.0,M,88112.0,1.94,Houston,Master,4
61.0,F,86298.0,1.74,New York,Phd,2
59.0,M,92622.0,1.73,Houston,Master,4
53.0,F,81016.0,1.52,Phoenix,Phd,4
57.0,F,93389.0,1.79,Chicago,Master,1
11.0,M,87443.0,1.61,Houston,Master,0
77.0,F,53037.0,1.86,Phoenix,,4
77.0,F,96919.0,1.82,Los Angeles,Bachelor,4
1.0,F,36244.0,1.77,Phoenix,Master,1
32.0,F,44072.0,1.71,Los Angeles,Bachelor,2
71.0,F,95556.0,1.79,Phoenix,Phd,0
36.0,M,48262.0,1.82,New York,Bachelor,4
80.0,M,57086.0,1.73,Los Angeles,Master,1
81.0,M,45513.0,1.52,Phoenix,Bachelor,0
72.0,F,22967.0,1.53,Phoenix,Bachelor,4
27.0,M,77616.0,1.76,New York,Master,4
7.0,F,36824.0,1.53,Houston,Phd,3
24.0,F,83418.0,1.58,Los Angeles,,3
19.0,F,71431.0,1.75,Los Angeles,Bachelor,3
8.0,M,62140.0,1.76,Phoenix,Bachelor,1
84.0,F,73235.0,1.69,Houston,,0
45.0,M,40592.0,1.68,Chicago,Bachelor,1
5.0,F,30771.0,1.94,New York,Phd,2
19.0,F,78394.0,1.99,New York,,2
,,154794.0,1.89,,Bachelors,0
86.0,M,80874.0,1.95,Houston,Bachelor,1
74.0,F,21326.0,1.63,Houston,Phd,5
78.0,M,96045.0,1.68,New York,Master,2
39.0,M,28067.0,1.6,Phoenix,,2
,,,1.78,,Mastre,0
12.0,F,21896.0,1.77,Los Angeles,,5
7.0,M,36333.0,1.94,Los Angeles,Phd,3
14.0,M,30998.0,1.95,Houston,,4
54.0,F,58944.0,1.9,Chicago,Phd,3
23.0,F,35860.0,1.79,New York,Master,0
,,186487.0,1.62,,No Education,0
87.0,F,84967.0,1.72,New York,,5
37.0,F,91102.0,1.71,Los Angeles,Master,3
79.0,F,96387.0,2.0,New York,Bachelor,1
85.0,M,65227.0,1.9,New York,Master,3
,,177093.0,1.62,,Bachelors,0
90.0,F,85049.0,1.66,Chicago,,1
77.0,M,75445.0,1.57,Houston,Bachelor,3
74.0,F,93977.0,1.53,Phoenix,Bachelor,0
72.0,M,49938.0,1.78,Houston,Bachelor,1
23.0,M,20288.0,1.83,Houston,Phd,2
59.0,F,25014.0,1.96,New York,Phd,2
96.0,F,83661.0,1.75,Phoenix,Master,2
75.0,F,24333.0,1.85,Houston,,1
47.0,M,77870.0,1.89,Phoenix,Master,0
5.0,F,73676.0,1.62,Houston,Bachelor,2
12.0,F,62840.0,1.7,New York,,4
,,193640.0,1.7,,No Education,0
39.0,F,34228.0,1.83,Los Angeles,,4
42.0,M,36951.0,1.77,Houston,Phd,4
48.0,M,78948.0,1.94,Los Angeles,Master,2
49.0,F,37233.0,1.61,Chicago,Bachelor,0
9.0,M,54730.0,1.93,Phoenix,Phd,3
98.0,F,61569.0,1.67,New York,Phd,0
55.0,M,44381.0,1.61,Chicago,Phd,3
71.0,F,93849.0,1.71,Los Angeles,Bachelor,0
9.0,F,95424.0,1.75,Houston,Master,1
38.0,F,67827.0,1.89,Houston,Bachelor,2
61.0,M,98810.0,1.69,Houston,,0
18.0,F,40713.0,1.89,Chicago,Phd,5
16.0,M,34478.0,1.75,Chicago,Bachelor,0
89.0,F,29152.0,1.98,Houston,Bachelor,3
36.0,F,54160.0,1.6,Chicago,Phd,0
43.0,F,73898.0,1.9,Chicago,Master,5
68.0,M,50010.0,1.61,Houston,,3
53.0,F,33026.0,1.55,Chicago,,2
68.0,F,38813.0,1.53,Los Angeles,,1
27.0,F,93850.0,1.5,Houston,Master,0
90.0,M,49715.0,1.61,Los Angeles,Phd,3
27.0,F,41694.0,1.74,Chicago,,5
79.0,F,45397.0,1.84,New York,Bachelor,2
8.0,F,29326.0,1.83,Chicago,,5
14.0,F,54928.0,1.61,New York,Phd,1
74.0,M,65773.0,1.75,Chicago,,2
94.0,M,43309.0,1.73,Los Angeles,Bachelor,1
81.0,M,95123.0,1.93,Phoenix,Phd,3
68.0,M,96724.0,1.53,Los Angeles,Master,5
12.0,M,84036.0,1.77,Houston,Phd,3
62.0,M,85968.0,1.51,New York,Bachelor,3
93.0,F,95711.0,1.65,New York,Phd,4
89.0,M,87237.0,1.8,New York,Master,1
78.0,F,61592.0,1.73,Houston,Phd,0
91.0,M,45255.0,1.75,Los Angeles,,2
37.0,F,93061.0,1.68,Houston,Bachelor,5
,,,1.66,,Phd,0
78.0,M,30459.0,1.96,Chicago,Bachelor,3
41.0,F,59545.0,1.54,New York,,5
34.0,M,92136.0,1.96,Los Angeles,Bachelor,4
68.0,F,30368.0,1.81,New York,,0
74.0,F,72101.0,1.51,Houston,,2
80.0,F,54469.0,1.51,Chicago,,0
46.0,F,95528.0,1.79,Chicago,Phd,3
17.0,F,78607.0,1.87,New York,Phd,3
79.0,M,54531.0,1.74,Los Angeles,Phd,1
73.0,F,52829.0,1.8,Los Angeles,,2
64.0,M,84099.0,1.98,Houston,Bachelor,3
67.0,F,67659.0,1.97,New York,Bachelor,5
94.0,M,41952.0,1.58,Phoenix,Phd,5
81.0,M,62097.0,1.67,Phoenix,Master,4
64.0,F,31788.0,1.68,Phoenix,Phd,4
64.0,M,85176.0,1.8,Chicago,,5
24.0,F,54687.0,1.93,Chicago,Phd,5
79.0,M,79060.0,1.86,Chicago,Phd,1
30.0,F,84083.0,1.92,Houston,,5
91.0,M,48613.0,1.8,New York,,3
38.0,F,66908.0,1.6,New York,Master,1
25.0,M,98217.0,1.58,Houston,,4
1.0,F,51685.0,1.7,Houston,Bachelor,1
16.0,M,53078.0,1.86,Los Angeles,Phd,3
4.0,F,58898.0,1.68,New York,Master,0
60.0,M,79672.0,1.87,Los Angeles,Master,0
81.0,M,92347.0,1.87,Houston,Phd,4
16.0,F,73437.0,1.71,Chicago,,5
95.0,M,92328.0,1.89,New York,Master,0
27.0,F,23820.0,1.96,Chicago,Phd,2
79.0,F,53009.0,1.53,Los Angeles,Master,3
54.0,M,58230.0,1.59,Los Angeles,Phd,3
53.0,F,20209.0,1.77,New York,Master,1
6.0,F,48866.0,1.99,New York,Bachelor,4
43.0,M,71013.0,1.9,Houston,Bachelor,1
45.0,F,56961.0,1.95,Houston,Master,1
72.0,M,43960.0,1.56,Houston,Bachelor,2
82.0,M,93887.0,1.72,Chicago,,1
28.0,M,54958.0,1.9,Houston,,0
2.0,M,37064.0,1.86,Houston,Phd,5
82.0,M,48460.0,1.83,New York,Master,2
26.0,M,64150.0,1.85,New York,Master,2
89.0,M,35952.0,1.58,Phoenix,,5
37.0,F,79931.0,1.74,Los Angeles,,3
,,,1.67,,Bachelors,0
9.0,M,66934.0,1.99,Chicago,Phd,5
40.0,F,85145.0,1.76,Phoenix,Phd,5
39.0,M,72505.0,1.75,Los Angeles,,4
65.0,M,59706.0,1.64,Phoenix,Master,5
71.0,F,56874.0,1.87,Los Angeles,Master,1
42.0,F,75889.0,1.64,New York,Phd,2
99.0,M,71510.0,1.6,New York,Bachelor,1
1.0,M,68661.0,1.66,Houston,Master,2
15.0,F,89735.0,1.79,New York,Phd,0
88.0,F,57014.0,1.63,Houston,Bachelor,2
43.0,M,44630.0,1.73,New York,,2
44.0,M,75769.0,1.54,Phoenix,Master,4
,,187399.0,1.54,,Mastre,0
93.0,F,96014.0,1.89,Houston,Master,2
73.0,F,37785.0,1.75,Chicago,,4
79.0,M,30173.0,1.59,Houston,Phd,3
4.0,F,98543.0,1.65,Chicago,Phd,3
